Projeto;Tipo de Serviço;Região;Data Prog.;Status;Intervenção;OS;Equipamento;Início Prog.;Fim Prog.;Parceira;Latitude;Longitude;Link Google Maps;Link My Maps
DAC/A.NOR.24.01511;Ligação Nova;NOR;19/06/2026;Liberado para Execução;FI;16301789;257ET120020;19/06/2026 09:59;19/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.58295645;-46.63453336;https://www.google.com/maps/place/-23.58295645,-46.63453336;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01373;Ligação Nova;NOR;19/06/2026;Liberado para Execução;FI;16321384;251ET014226;19/06/2026 09:59;19/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.6351372;-46.67449988;https://www.google.com/maps/place/-23.6351372,-46.67449988;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00426;Ligação Provisória;NOR;19/06/2026;Liberado para Execução;FI;16301718;151EP000844;19/06/2026 09:59;19/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.55686164;-46.62842673;https://www.google.com/maps/place/-23.55686164,-46.62842673;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01040;Ligação Nova;NOR;19/06/2026;Liberado para Execução;FI;16301581;251ET121759;19/06/2026 09:59;19/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.62630282;-46.66723832;https://www.google.com/maps/place/-23.62630282,-46.66723832;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01104;Alteração de Carga;NOR;19/06/2026;Liberado para Execução;FI;16301581;251ET121759;19/06/2026 09:59;19/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.62630282;-46.66723832;https://www.google.com/maps/place/-23.62630282,-46.66723832;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.00236;Ligação Nova;NOR;19/06/2026;Liberado para Documentação;BRA;;251ET057775;19/06/2026 08:00;19/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.61388584;-46.66785359;https://www.google.com/maps/place/-23.61388584,-46.66785359;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.00223;Ligação Nova;LES;19/06/2026;Liberado para Documentação;BRA;;352BF007448;19/06/2026 09:00;19/06/2026 15:59;ZZOUT-PSC Alpitel Área 9;-23.49461429;-46.44279582;https://www.google.com/maps/place/-23.49461429,-46.44279582;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.01973;Rede Compacta;LES;19/06/2026;Pendente de Aprovação;BRA;;356ET006533;19/06/2026 09:00;19/06/2026 17:00;Engelmig (Área 11) NEC e UPS;-23.57390421;-46.43091174;https://www.google.com/maps/place/-23.57390421,-46.43091174;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.25.07670;Reforma de Rede Secundaria RTRI;LES;20/06/2026;Liberado para Execução;FI;16296246;356EP000914;20/06/2026 09:59;20/06/2026 15:00;ZZOUT-PSC Alpitel Área 9;-23.53390361;-46.52775277;https://www.google.com/maps/place/-23.53390361,-46.52775277;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01755;Alteração de Carga;NOR;20/06/2026;Liberado para Execução;FI;DE;351ET001280;20/06/2026 09:59;20/06/2026 12:59;Conecta Obras (Área 4 e 5) NEC;-23.47623198;-46.6908768;https://www.google.com/maps/place/-23.47623198,-46.6908768;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.NOR.25.00780;Religador Automático;NOR;20/06/2026;Liberado para Execução;PIE;16331502;ET-049757;20/06/2026 09:59;20/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.59832455;-46.68254439;https://www.google.com/maps/place/-23.59832455,-46.68254439;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01653;Ligação Nova;NOR;20/06/2026;Liberado para Execução;PIE;16326480;257ET004667;20/06/2026 09:59;20/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.59819733;-46.61847558;https://www.google.com/maps/place/-23.59819733,-46.61847558;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01080;Ligação Provisória;NOR;20/06/2026;Liberado para Execução;PIE;16326480;257ET004667;20/06/2026 09:59;20/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.59757243;-46.61928171;https://www.google.com/maps/place/-23.59757243,-46.61928171;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00362;Alteração de Carga;LES;20/06/2026;Cancelado;PIE;RESOLVIDO;352ET001120;20/06/2026 00:30;20/06/2026 04:30;Start Engenharia (Área 8B, 9  e 11) NEC;-23.49210255;-46.44256804;https://www.google.com/maps/place/-23.49210255,-46.44256804;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.01023;Ligação Nova;LES;20/06/2026;Liberado para Execução;PIE;16326158;010ET220739;20/06/2026 09:59;20/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.62178586;-46.5274452;https://www.google.com/maps/place/-23.62178586,-46.5274452;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.00613;Ligação Nova;LES;20/06/2026;Liberado para Execução;PIE;16328459;353ET000516;20/06/2026 09:59;20/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.5397409;-46.55310698;https://www.google.com/maps/place/-23.5397409,-46.55310698;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.00577;Ligação Nova;NOR;20/06/2026;Liberado para Execução;PIE;16328045;257ET046665;20/06/2026 09:59;20/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.59517226;-46.64936303;https://www.google.com/maps/place/-23.59517226,-46.64936303;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01470;Ligação Nova;NOR;20/06/2026;Liberado para Execução;FI;16295954;257EP001744;20/06/2026 09:59;20/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.57958935;-46.60319514;https://www.google.com/maps/place/-23.57958935,-46.60319514;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01677;Ligação Nova;NOR;21/06/2026;Liberado para Execução;PIE;16333255;257IP18J139;21/06/2026 09:59;21/06/2026 12:59;Conecta Obras (Área 4 e 5) NEC;-23.5959032;-46.64506959;https://www.google.com/maps/place/-23.5959032,-46.64506959;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00307;Migração para Média Tensão;NOR;21/06/2026;Liberado para Execução;PIE;devolvido;151ET034454;21/06/2026 09:59;21/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.55780635;-46.63285611;https://www.google.com/maps/place/-23.55780635,-46.63285611;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00213;Migração para Média Tensão;NOR;21/06/2026;Liberado para Execução;PIE;16338782;ET-000286;21/06/2026 09:59;21/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.60145616;-46.66004976;https://www.google.com/maps/place/-23.60145616,-46.66004976;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00314;Ligação Nova;NOR;21/06/2026;Liberado para Execução;PIE;16332836;257ET002302;21/06/2026 09:59;21/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.6058875;-46.61362125;https://www.google.com/maps/place/-23.6058875,-46.61362125;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.01112;Remoção de Poste;LES;21/06/2026;Liberado para Execução;FI;16295218;353ET037967;21/06/2026 09:59;21/06/2026 14:00;Conecta Obras Extras (Área 8B, 9 e 11) NEC;-23.5661554;-46.51198405;https://www.google.com/maps/place/-23.5661554,-46.51198405;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.01668;Remoção de Poste;NOR;21/06/2026;Liberado para Execução;FI;16290654;251ET037147;21/06/2026 09:59;21/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.58927532;-46.67848779;https://www.google.com/maps/place/-23.58927532,-46.67848779;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00141;Ligação Nova;NOR;21/06/2026;Liberado para Execução;PIE;DEVOLVIDO;354ET006211;21/06/2026 01:30;21/06/2026 03:59;Conecta Obras (Área 4 e 5) NEC;-23.49244696;-46.61865946;https://www.google.com/maps/place/-23.49244696,-46.61865946;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00144;Ligação Nova;NOR;21/06/2026;Liberado para Execução;PIE;DEVOLVIDO;354CF007566;21/06/2026 01:30;21/06/2026 03:59;Conecta Obras (Área 4 e 5) NEC;-23.49244696;-46.61865946;https://www.google.com/maps/place/-23.49244696,-46.61865946;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00138;Ligação Nova;NOR;21/06/2026;Liberado para Execução;PIE;DEVOLVIDO;354ET094148;21/06/2026 01:30;21/06/2026 03:59;Conecta Obras (Área 4 e 5) NEC;-23.49244696;-46.61865946;https://www.google.com/maps/place/-23.49244696,-46.61865946;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00138;Ligação Nova;NOR;21/06/2026;Liberado para Documentação;BRA;;354CF050918;21/06/2026 09:00;21/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.49244696;-46.61865946;https://www.google.com/maps/place/-23.49244696,-46.61865946;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00142;Ligação Nova;NOR;21/06/2026;Liberado para Execução;OLVR;;354ET091403;21/06/2026 09:00;21/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.49244696;-46.61865946;https://www.google.com/maps/place/-23.49244696,-46.61865946;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00140;Ligação Nova;NOR;21/06/2026;Liberado para Execução;OLVR;;354ET140612;21/06/2026 09:00;21/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.49244696;-46.61865946;https://www.google.com/maps/place/-23.49244696,-46.61865946;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00162;Ligação Nova;NOR;21/06/2026;Liberado para Execução;OLVR;;354CF050918;21/06/2026 09:00;21/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.49244696;-46.61865946;https://www.google.com/maps/place/-23.49244696,-46.61865946;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00143;Ligação Nova;NOR;21/06/2026;Liberado para Execução;OLVR;;354ET133603;21/06/2026 09:00;21/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.49244696;-46.61865946;https://www.google.com/maps/place/-23.49244696,-46.61865946;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.26.00340;Ligação Nova;NOR;21/06/2026;Liberado para Execução;FI;16295454;354ET500676;21/06/2026 09:59;21/06/2026 14:00;Conecta Obras (Área 4 e 5) NEC;-23.48247649;-46.61203733;https://www.google.com/maps/place/-23.48247649,-46.61203733;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.23.00781;Afastamento de Rede (Clientes);NOR;21/06/2026;Liberado para Documentação;BRA;;351CF009133;21/06/2026 08:00;21/06/2026 17:00;Conecta Obras Extras (Área 4 e 5) NEC;0;0;https://www.google.com/maps/place/0,0;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.NOR.25.00075;Ligação Nova;NOR;21/06/2026;Liberado para Documentação;BRA;;351ET132907;21/06/2026 09:00;21/06/2026 17:00;Conecta Obras (Área 4 e 5) NEC;-23.49382529;-46.69348098;https://www.google.com/maps/place/-23.49382529,-46.69348098;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00396;Ligação Nova;LES;22/06/2026;Rascunho;PIE;;CF-155555;22/06/2026 09:59;22/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.49380021;-46.50708467;https://www.google.com/maps/place/-23.49380021,-46.50708467;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.25.07406;Reforma de Rede Secundaria RTRI;LES;22/06/2026;Liberado para Execução;FI;16302645;352ET047074;22/06/2026 09:59;22/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.51214362;-46.42869403;https://www.google.com/maps/place/-23.51214362,-46.42869403;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.25.07275;Reforma de Rede Secundaria RTRI;LES;22/06/2026;Liberado para Execução;FI;16302645;352ET047074;22/06/2026 09:59;22/06/2026 14:00;ZZOUT-PSC Alpitel Área 9;-23.51214362;-46.42869403;https://www.google.com/maps/place/-23.51214362,-46.42869403;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.25.00923;Migração para Média Tensão;LES;22/06/2026;Liberado para Documentação;BRA;;352ET005860;22/06/2026 09:00;22/06/2026 12:59;Start Engenharia (Área 8B, 9  e 11) NEC;-23.50177441;-46.442595;https://www.google.com/maps/place/-23.50177441,-46.442595;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.25.04887;Reforma de Rede Secundaria RTRI;LES;22/06/2026;Liberado para Execução;FI;16296826;356ET005108;22/06/2026 09:59;22/06/2026 14:00;Engelmig (Área 11) NEC e UPS;-23.52573863;-46.45561788;https://www.google.com/maps/place/-23.52573863,-46.45561788;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.22.05531;Reforma de Rede Secundária;LES;22/06/2026;Liberado para Execução;OLVR;;352ET092929;22/06/2026 09:00;22/06/2026 15:59;Engelmig (Área 11) NEC e UPS;-23.49260442;-46.4772245;https://www.google.com/maps/place/-23.49260442,-46.4772245;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00773;Ligação Nova;LES;22/06/2026;Liberado para Execução;FI;16296777;353ET018334;22/06/2026 09:59;22/06/2026 14:00;Start Engenharia (Área 8B, 9  e 11) NEC;-23.52921428;-46.53002255;https://www.google.com/maps/place/-23.52921428,-46.53002255;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DAC/A.LES.26.00757;Ligação Nova;LES;22/06/2026;Liberado para Documentação;BRA;;353ET003029;22/06/2026 13:30;22/06/2026 16:30;Start Engenharia (Área 8B, 9  e 11) NEC;-23.52921428;-46.53002255;https://www.google.com/maps/place/-23.52921428,-46.53002255;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.25.00986;Rede Compacta;LES;22/06/2026;Liberado para Documentação;BRA;;015ET060858;22/06/2026 09:00;22/06/2026 12:59;Start Engenharia (Área 8B, 9  e 11) NEC;-23.65533464;-46.46658655;https://www.google.com/maps/place/-23.65533464,-46.46658655;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.25.00990;Rede Compacta;LES;22/06/2026;Liberado para Documentação;BRA;;015ET023886;22/06/2026 12:59;22/06/2026 15:59;Start Engenharia (Área 8B, 9  e 11) NEC;-23.65533464;-46.46658655;https://www.google.com/maps/place/-23.65533464,-46.46658655;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.21.27293;Rede Compacta;LES;22/06/2026;Liberado para Execução;FI;16321367;356ET167006;22/06/2026 09:59;22/06/2026 14:00;Engelmig (Área 11) NEC e UPS;-23.60675915;-46.43802425;https://www.google.com/maps/place/-23.60675915,-46.43802425;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
DMP/A.LES.26.01073;Rede Compacta;LES;22/06/2026;Pendente de Aprovação;BRA;;356ET160965;22/06/2026 09:00;22/06/2026 17:00;Engelmig (Área 11) NEC e UPS;-23.59445801;-46.41924494;https://www.google.com/maps/place/-23.59445801,-46.41924494;https://www.google.com/maps/d/viewer?mid=10HwNRTu34UfYUParmwc_21swb9OrORy8&usp=sharing
